station_id,latitude,longitude,elevation,date_time,wind_direction,wind_speed,current_wx1,current_wx2,current_wx3,low_cloud_type,low_cloud_level,medium_cloud_type,medium_cloud_level,high_cloud_type,high_cloud_level,highest_cloud_type,highest_cloud_level,cloud_coverage,air_temperature,dew_point_temperature,altimeter,present_weather,past_weather,past_weather2,air_pressure_at_sea_level,eastward_wind,northward_wind
KGRB,44.48,-88.13,208.0,2000-01-01 00:50:00,260.0,8.0,-SN,,,BKN,3500.0,OVC,7000.0,,,,,8,-5.0,-9.0,29.86,71,0,0,,7.878462024097664,1.3891854213354426
KGRB,44.48,-88.13,208.0,2000-01-01 00:55:00,260.0,8.0,-SN,,,BKN,3500.0,OVC,7000.0,,,,,8,-5.0,-9.0,29.86,71,0,0,,7.878462024097664,1.3891854213354426
KGRB,44.48,-88.13,208.0,2000-01-01 01:00:00,270.0,9.0,-SN,,,SCT,3500.0,OVC,7000.0,,,,,8,-5.0,-9.0,29.86,71,0,0,,9.0,1.6532731788489267e-15
KGRB,44.48,-88.13,208.0,2000-01-01 01:05:00,270.0,8.0,-SN,,,FEW,3300.0,OVC,7000.0,,,,,8,-5.0,-8.0,29.86,71,0,0,,8.0,1.4695761589768238e-15
KGRB,44.48,-88.13,208.0,2000-01-01 01:10:00,270.0,7.0,-SN,,,FEW,3300.0,OVC,7000.0,,,,,8,-5.0,-8.0,29.86,71,0,0,,7.0,1.2858791391047208e-15
KGRB,44.48,-88.13,208.0,2000-01-01 01:15:00,270.0,8.0,-SN,,,FEW,3400.0,OVC,7000.0,,,,,8,-5.0,-8.0,29.86,71,0,0,,8.0,1.4695761589768238e-15
KGRB,44.48,-88.13,208.0,2000-01-01 01:20:00,270.0,8.0,-SN,,,SCT,3400.0,OVC,7000.0,,,,,8,-5.0,-8.0,29.87,71,0,0,,8.0,1.4695761589768238e-15
KGRB,44.48,-88.13,208.0,2000-01-01 01:25:00,270.0,8.0,-SN,,,BKN,3400.0,OVC,7000.0,,,,,8,-5.0,-8.0,29.87,71,0,0,,8.0,1.4695761589768238e-15
KGRB,44.48,-88.13,208.0,2000-01-01 01:30:00,270.0,8.0,-SN,,,BKN,3400.0,OVC,7000.0,,,,,8,-5.0,-8.0,29.87,71,0,0,,8.0,1.4695761589768238e-15
KGRB,44.48,-88.13,208.0,2000-01-01 01:35:00,270.0,9.0,-SN,,,BKN,3400.0,OVC,7000.0,,,,,8,-5.0,-8.0,29.87,71,0,0,,9.0,1.6532731788489267e-15
KGRB,44.48,-88.13,208.0,2000-01-01 01:40:00,270.0,9.0,-SN,,,OVC,3200.0,,,,,,,8,-5.0,-8.0,29.87,71,0,0,,9.0,1.6532731788489267e-15
KGRB,44.48,-88.13,208.0,2000-01-01 01:45:00,280.0,9.0,-SN,,,OVC,3200.0,,,,,,,8,-5.0,-8.0,29.87,71,0,0,,8.863269777109874,-1.5628335990023698
KGRB,44.48,-88.13,208.0,2000-01-01 01:50:00,270.0,8.0,-SN,,,OVC,3200.0,,,,,,,8,-5.0,-8.0,29.87,71,0,0,,8.0,1.4695761589768238e-15
KGRB,44.48,-88.13,208.0,2000-01-02 05:20:00,40.0,12.0,-SN,,,OVC,1700.0,,,,,,,8,-1.0,-2.0,29.9,71,0,0,,-7.713451316238471,-9.192533317427737
KGRB,44.48,-88.13,208.0,2000-01-02 05:25:00,50.0,12.0,-SN,,,OVC,1700.0,,,,,,,8,-1.0,-2.0,29.9,71,0,0,,-9.192533317427737,-7.713451316238473
KGRB,44.48,-88.13,208.0,2000-01-02 05:30:00,50.0,12.0,-SN,,,OVC,1700.0,,,,,,,8,-1.0,-2.0,29.9,71,0,0,,-9.192533317427737,-7.713451316238473
KGRB,44.48,-88.13,208.0,2000-01-02 05:35:00,50.0,12.0,-SN,,,BKN,1700.0,OVC,4700.0,,,,,8,-1.0,-2.0,29.9,71,0,0,,-9.192533317427737,-7.713451316238473
KGRB,44.48,-88.13,208.0,2000-01-02 05:40:00,50.0,12.0,-SN,,,BKN,1700.0,OVC,4900.0,,,,,8,-1.0,-2.0,29.89,71,0,0,,-9.192533317427737,-7.713451316238473
KGRB,44.48,-88.13,208.0,2000-01-02 06:05:00,40.0,13.0,-RA,,,FEW,1500.0,OVC,8000.0,,,,,8,-1.0,-2.0,29.87,61,0,0,,-8.35623892592501,-9.958577760546714
KGRB,44.48,-88.13,208.0,2000-01-02 06:10:00,40.0,12.0,-RA,,,FEW,5000.0,OVC,8000.0,,,,,8,-1.0,-2.0,29.87,61,0,0,,-7.713451316238471,-9.192533317427737
KGRB,44.48,-88.13,208.0,2000-01-02 12:05:00,30.0,12.0,-RA,BR,,OVC,500.0,,,,,,,8,1.0,0.0,29.66,61,10,0,,-5.999999999999999,-10.392304845413264
KGRB,44.48,-88.13,208.0,2000-01-02 12:10:00,50.0,13.0,-RA,BR,,OVC,300.0,,,,,,,8,1.0,0.0,29.66,61,10,0,,-9.958577760546714,-8.356238925925012
KGRB,44.48,-88.13,208.0,2000-01-02 12:15:00,50.0,12.0,-RA,BR,,OVC,300.0,,,,,,,8,1.0,0.0,29.65,61,10,0,,-9.192533317427737,-7.713451316238473
KGRB,44.48,-88.13,208.0,2000-01-02 12:20:00,50.0,11.0,-RA,BR,,OVC,300.0,,,,,,,8,1.0,0.0,29.65,61,10,0,,-8.426488874308758,-7.070663706551933
KGRB,44.48,-88.13,208.0,2000-01-02 12:25:00,50.0,12.0,RA,BR,,OVC,300.0,,,,,,,8,1.0,0.0,29.65,63,10,0,,-9.192533317427737,-7.713451316238473
KGRB,44.48,-88.13,208.0,2000-01-02 12:30:00,50.0,12.0,-RA,BR,,OVC,300.0,,,,,,,8,1.0,0.0,29.65,61,10,0,,-9.192533317427737,-7.713451316238473
KGRB,44.48,-88.13,208.0,2000-01-02 12:35:00,50.0,11.0,-RA,BR,,OVC,300.0,,,,,,,8,1.0,0.0,29.65,61,10,0,,-8.426488874308758,-7.070663706551933
KGRB,44.48,-88.13,208.0,2000-01-02 12:40:00,40.0,11.0,-RA,BR,,OVC,300.0,,,,,,,8,1.0,0.0,29.65,61,10,0,,-7.070663706551931,-8.426488874308758
KGRB,44.48,-88.13,208.0,2000-01-02 12:45:00,50.0,12.0,-RA,BR,,OVC,300.0,,,,,,,8,1.0,0.0,29.64,61,10,0,,-9.192533317427737,-7.713451316238473
KGRB,44.48,-88.13,208.0,2000-01-02 12:50:00,50.0,12.0,-RA,BR,,OVC,300.0,,,,,,,8,1.0,0.0,29.64,61,10,0,,-9.192533317427737,-7.713451316238473
KGRB,44.48,-88.13,208.0,2000-01-02 12:55:00,50.0,12.0,-RA,BR,,OVC,300.0,,,,,,,8,1.0,0.0,29.64,61,10,0,,-9.192533317427737,-7.713451316238473
KGRB,44.48,-88.13,208.0,2000-01-02 13:00:00,40.0,12.0,-RA,BR,,OVC,300.0,,,,,,,8,1.0,0.0,29.64,61,10,0,,-7.713451316238471,-9.192533317427737
KGRB,44.48,-88.13,208.0,2000-01-02 13:05:00,40.0,11.0,-RA,BR,,OVC,300.0,,,,,,,8,1.0,0.0,29.64,61,10,0,,-7.070663706551931,-8.426488874308758
KGRB,44.48,-88.13,208.0,2000-01-02 13:10:00,40.0,11.0,-RA,BR,,OVC,300.0,,,,,,,8,1.0,0.0,29.63,61,10,0,,-7.070663706551931,-8.426488874308758
KGRB,44.48,-88.13,208.0,2000-01-02 13:15:00,40.0,11.0,-RA,BR,,OVC,300.0,,,,,,,8,1.0,0.0,29.63,61,10,0,,-7.070663706551931,-8.426488874308758
KGRB,44.48,-88.13,208.0,2000-01-02 13:30:00,30.0,10.0,-RA,BR,,OVC,300.0,,,,,,,8,1.0,0.0,29.63,61,10,0,,-4.999999999999999,-8.660254037844387
KGRB,44.48,-88.13,208.0,2000-01-02 13:35:00,30.0,11.0,-RA,BR,,OVC,300.0,,,,,,,8,1.0,0.0,29.62,61,10,0,,-5.499999999999999,-9.526279441628827
KGRB,44.48,-88.13,208.0,2000-01-02 13:40:00,40.0,10.0,-RA,BR,,OVC,300.0,,,,,,,8,1.0,0.0,29.62,61,10,0,,-6.4278760968653925,-7.66044443118978
KGRB,44.48,-88.13,208.0,2000-01-02 13:45:00,40.0,10.0,-RA,BR,,OVC,300.0,,,,,,,8,1.0,0.0,29.61,61,10,0,,-6.4278760968653925,-7.66044443118978
KGRB,44.48,-88.13,208.0,2000-01-02 13:50:00,40.0,12.0,-RA,BR,,OVC,300.0,,,,,,,8,1.0,0.0,29.6,61,10,0,,-7.713451316238471,-9.192533317427737
KGRB,44.48,-88.13,208.0,2000-01-02 13:55:00,40.0,12.0,-RA,BR,,OVC,300.0,,,,,,,8,1.0,0.0,29.61,61,10,0,,-7.713451316238471,-9.192533317427737
KGRB,44.48,-88.13,208.0,2000-01-02 14:00:00,40.0,10.0,-RA,BR,,OVC,100.0,,,,,,,8,1.0,0.0,29.61,61,10,0,,-6.4278760968653925,-7.66044443118978
KGRB,44.48,-88.13,208.0,2000-01-02 14:05:00,40.0,10.0,-RA,BR,,OVC,100.0,,,,,,,8,1.0,0.0,29.61,61,10,0,,-6.4278760968653925,-7.66044443118978
KGRB,44.48,-88.13,208.0,2000-01-03 21:05:00,70.0,11.0,-SN,BR,,OVC,1400.0,,,,,,,8,-2.0,-4.0,29.92,71,10,0,,-10.336618828644992,-3.7622215765823572
KGRB,44.48,-88.13,208.0,2000-01-03 21:10:00,70.0,10.0,-SN,BR,,OVC,1400.0,,,,,,,8,-2.0,-4.0,29.93,71,10,0,,-9.396926207859083,-3.4202014332566884
KGRB,44.48,-88.13,208.0,2000-01-03 21:15:00,70.0,9.0,-SN,BR,,OVC,1400.0,,,,,,,8,-2.0,-3.0,29.93,71,10,0,,-8.457233587073175,-3.0781812899310195
KGRB,44.48,-88.13,208.0,2000-01-03 21:50:00,50.0,11.0,-SN,BR,,FEW,800.0,OVC,1400.0,,,,,8,-2.0,-3.0,29.92,71,10,0,,-8.426488874308758,-7.070663706551933
KGRB,44.48,-88.13,208.0,2000-01-03 21:55:00,50.0,11.0,-SN,BR,,FEW,800.0,OVC,1400.0,,,,,8,-2.0,-3.0,29.91,71,10,0,,-8.426488874308758,-7.070663706551933
KGRB,44.48,-88.13,208.0,2000-01-03 22:00:00,40.0,10.0,-SN,BR,,SCT,900.0,OVC,1500.0,,,,,8,-2.0,-2.0,29.91,71,10,0,,-6.4278760968653925,-7.66044443118978
KGRB,44.48,-88.13,208.0,2000-01-03 22:05:00,40.0,11.0,-SN,BR,,SCT,900.0,OVC,1300.0,,,,,8,-2.0,-2.0,29.91,71,10,0,,-7.070663706551931,-8.426488874308758
KGRB,44.48,-88.13,208.0,2000-01-03 22:10:00,50.0,11.0,-SN,BR,,BKN,900.0,OVC,1300.0,,,,,8,-2.0,-2.0,29.91,71,10,0,,-8.426488874308758,-7.070663706551933
KGRB,44.48,-88.13,208.0,2000-01-03 22:15:00,50.0,13.0,-SN,BR,,BKN,700.0,OVC,1300.0,,,,,8,-2.0,-2.0,29.9,71,10,0,,-9.958577760546714,-8.356238925925012
KGRB,44.48,-88.13,208.0,2000-01-03 22:20:00,50.0,14.0,-SN,BR,,SCT,700.0,OVC,1500.0,,,,,8,-2.0,-3.0,29.9,71,10,0,,-10.724622203665692,-8.99902653561155
KGRB,44.48,-88.13,208.0,2000-01-03 22:25:00,50.0,14.0,-SN,BR,,BKN,700.0,OVC,1500.0,,,,,8,-2.0,-3.0,29.89,71,10,0,,-10.724622203665692,-8.99902653561155
KGRB,44.48,-88.13,208.0,2000-01-03 22:30:00,50.0,14.0,-SN,BR,,BKN,700.0,OVC,1500.0,,,,,8,-2.0,-2.0,29.89,71,10,0,,-10.724622203665692,-8.99902653561155
KGRB,44.48,-88.13,208.0,2000-01-03 22:35:00,50.0,14.0,-SN,BR,,BKN,700.0,OVC,1500.0,,,,,8,-2.0,-2.0,29.89,71,10,0,,-10.724622203665692,-8.99902653561155
KGRB,44.48,-88.13,208.0,2000-01-03 22:40:00,50.0,14.0,-SN,BR,,BKN,500.0,OVC,1500.0,,,,,8,-2.0,-2.0,29.88,71,10,0,,-10.724622203665692,-8.99902653561155
KGRB,44.48,-88.13,208.0,2000-01-03 22:45:00,50.0,13.0,SN,FZFG,,VV,005,,,,,,,10,-2.0,-2.0,29.88,73,49,0,,-9.958577760546714,-8.356238925925012
KGRB,44.48,-88.13,208.0,2000-01-03 22:50:00,50.0,13.0,SN,FZFG,,VV,005,,,,,,,10,-2.0,-2.0,29.88,73,49,0,,-9.958577760546714,-8.356238925925012
KGRB,44.48,-88.13,208.0,2000-01-03 22:55:00,50.0,12.0,SN,FZFG,,OVC,500.0,,,,,,,8,-2.0,-2.0,29.88,73,49,0,,-9.192533317427737,-7.713451316238473
KGRB,44.48,-88.13,208.0,2000-01-03 23:00:00,40.0,11.0,SN,FZFG,,OVC,500.0,,,,,,,8,-2.0,-2.0,29.88,73,49,0,,-7.070663706551931,-8.426488874308758
KGRB,44.48,-88.13,208.0,2000-01-03 23:05:00,40.0,13.0,-SN,BR,,OVC,500.0,,,,,,,8,-2.0,-2.0,29.88,71,10,0,,-8.35623892592501,-9.958577760546714
KGRB,44.48,-88.13,208.0,2000-01-03 23:10:00,40.0,12.0,-SN,BR,,OVC,500.0,,,,,,,8,-2.0,-2.0,29.87,71,10,0,,-7.713451316238471,-9.192533317427737
KGRB,44.48,-88.13,208.0,2000-01-03 23:15:00,30.0,13.0,-SN,BR,,OVC,500.0,,,,,,,8,-2.0,-2.0,29.87,71,10,0,,-6.499999999999999,-11.258330249197703
KGRB,44.48,-88.13,208.0,2000-01-03 23:20:00,40.0,15.0,-SN,BR,,OVC,500.0,,,,,,,8,-2.0,-2.0,29.87,71,10,0,,-9.641814145298088,-11.49066664678467
KGRB,44.48,-88.13,208.0,2000-01-03 23:25:00,40.0,15.0,-SN,BR,,OVC,500.0,,,,,,,8,-2.0,-2.0,29.86,71,10,0,,-9.641814145298088,-11.49066664678467
KGRB,44.48,-88.13,208.0,2000-01-03 23:30:00,30.0,15.0,-SN,BR,,OVC,500.0,,,,,,,8,-2.0,-2.0,29.86,71,10,0,,-7.499999999999999,-12.99038105676658
KGRB,44.48,-88.13,208.0,2000-01-03 23:35:00,40.0,16.0,-SN,BR,,OVC,500.0,,,,,,,8,-2.0,-2.0,29.85,71,10,0,,-10.284601754984628,-12.256711089903648
KGRB,44.48,-88.13,208.0,2000-01-03 23:40:00,30.0,16.0,-SN,BR,,OVC,500.0,,,,,,,8,-2.0,-2.0,29.85,71,10,0,,-7.999999999999999,-13.85640646055102
KGRB,44.48,-88.13,208.0,2000-01-03 23:45:00,30.0,15.0,-SN,BR,,OVC,500.0,,,,,,,8,-2.0,-2.0,29.84,71,10,0,,-7.499999999999999,-12.99038105676658
KGRB,44.48,-88.13,208.0,2000-01-03 23:50:00,30.0,16.0,-SN,BR,,OVC,500.0,,,,,,,8,-2.0,-2.0,29.85,71,10,0,,-7.999999999999999,-13.85640646055102
KGRB,44.48,-88.13,208.0,2000-01-03 23:55:00,30.0,13.0,-SN,BR,,OVC,500.0,,,,,,,8,-2.0,-2.0,29.85,71,10,0,,-6.499999999999999,-11.258330249197703
KGRB,44.48,-88.13,208.0,2000-01-04 00:00:00,40.0,15.0,-SN,BR,,OVC,500.0,,,,,,,8,-2.0,-2.0,29.84,71,10,0,,-9.641814145298088,-11.49066664678467
KGRB,44.48,-88.13,208.0,2000-01-04 00:05:00,30.0,14.0,-SN,BR,,OVC,500.0,,,,,,,8,-2.0,-2.0,29.84,71,10,0,,-6.999999999999999,-12.124355652982143
KGRB,44.48,-88.13,208.0,2000-01-04 00:10:00,40.0,15.0,-SN,BR,,OVC,500.0,,,,,,,8,-2.0,-2.0,29.84,71,10,0,,-9.641814145298088,-11.49066664678467
KGRB,44.48,-88.13,208.0,2000-01-04 00:15:00,40.0,15.0,-SN,BR,,OVC,500.0,,,,,,,8,-2.0,-2.0,29.83,71,10,0,,-9.641814145298088,-11.49066664678467
KGRB,44.48,-88.13,208.0,2000-01-04 00:20:00,30.0,15.0,-SN,BR,,OVC,500.0,,,,,,,8,-2.0,-2.0,29.84,71,10,0,,-7.499999999999999,-12.99038105676658
KGRB,44.48,-88.13,208.0,2000-01-04 00:25:00,10.0,14.0,-SN,BR,,OVC,500.0,,,,,,,8,-2.0,-3.0,29.83,71,10,0,,-2.4310744873370247,-13.787308542170912
KGRB,44.48,-88.13,208.0,2000-01-04 00:30:00,20.0,15.0,-SN,BR,,OVC,800.0,,,,,,,8,-3.0,-4.0,29.83,71,10,0,,-5.130302149885031,-14.095389311788626
KGRB,44.48,-88.13,208.0,2000-01-04 00:35:00,10.0,15.0,-SN,BR,,BKN,600.0,OVC,1200.0,,,,,8,-3.0,-4.0,29.83,71,10,0,,-2.6047226650039548,-14.772116295183121
KGRB,44.48,-88.13,208.0,2000-01-04 00:40:00,10.0,17.0,-SN,BR,,SCT,600.0,OVC,1200.0,,,,,8,-3.0,-4.0,29.83,71,10,0,,-2.952019020337816,-16.741731801207536
KGRB,44.48,-88.13,208.0,2000-01-04 00:45:00,10.0,15.0,-SN,BR,,SCT,600.0,OVC,1200.0,,,,,8,-3.0,-4.0,29.83,71,10,0,,-2.6047226650039548,-14.772116295183121
KGRB,44.48,-88.13,208.0,2000-01-04 00:50:00,10.0,15.0,SN,FZFG,,BKN,400.0,OVC,1200.0,,,,,8,-3.0,-4.0,29.82,73,49,0,,-2.6047226650039548,-14.772116295183121
KGRB,44.48,-88.13,208.0,2000-01-04 00:55:00,20.0,14.0,-SN,BR,,BKN,400.0,OVC,1200.0,,,,,8,-3.0,-4.0,29.82,71,10,0,,-4.788282006559362,-13.155696691002717
KGRB,44.48,-88.13,208.0,2000-01-04 01:00:00,20.0,15.0,-SN,BR,,BKN,400.0,OVC,1200.0,,,,,8,-3.0,-4.0,29.81,71,10,0,,-5.130302149885031,-14.095389311788626
KGRB,44.48,-88.13,208.0,2000-01-04 01:05:00,20.0,17.0,SN,FZFG,,BKN,400.0,BKN,900.0,OVC,1400.0,,,8,-4.0,-4.0,29.81,73,49,0,,-5.814342436536368,-15.974774553360444
KGRB,44.48,-88.13,208.0,2000-01-04 01:10:00,20.0,17.0,-SN,BR,,BKN,400.0,BKN,900.0,OVC,1900.0,,,8,-4.0,-4.0,29.81,71,10,0,,-5.814342436536368,-15.974774553360444
KGRB,44.48,-88.13,208.0,2000-01-04 01:15:00,20.0,18.0,-SN,BR,,BKN,400.0,BKN,900.0,OVC,2100.0,,,8,-4.0,-4.0,29.8,71,10,0,,-6.156362579862037,-16.914467174146353
KGRB,44.48,-88.13,208.0,2000-01-04 01:20:00,20.0,18.0,-SN,BR,,BKN,400.0,BKN,900.0,OVC,2300.0,,,8,-4.0,-5.0,29.8,71,10,0,,-6.156362579862037,-16.914467174146353
KGRB,44.48,-88.13,208.0,2000-01-04 01:25:00,20.0,17.0,-SN,BR,,BKN,600.0,OVC,2000.0,,,,,8,-4.0,-5.0,29.8,71,10,0,,-5.814342436536368,-15.974774553360444
KGRB,44.48,-88.13,208.0,2000-01-04 01:30:00,20.0,16.0,-SN,BR,,BKN,600.0,OVC,2000.0,,,,,8,-4.0,-5.0,29.79,71,10,0,,-5.472322293210699,-15.035081932574535
KGRB,44.48,-88.13,208.0,2000-01-04 01:35:00,20.0,18.0,-SN,BR,,BKN,600.0,OVC,2200.0,,,,,8,-4.0,-5.0,29.79,71,10,0,,-6.156362579862037,-16.914467174146353
KGRB,44.48,-88.13,208.0,2000-01-04 01:40:00,20.0,18.0,-SN,BR,,BKN,600.0,OVC,2200.0,,,,,8,-4.0,-5.0,29.79,71,10,0,,-6.156362579862037,-16.914467174146353
KGRB,44.48,-88.13,208.0,2000-01-04 01:45:00,20.0,18.0,-SN,BR,,VV,006,,,,,,,10,-4.0,-5.0,29.79,71,10,0,,-6.156362579862037,-16.914467174146353
KGRB,44.48,-88.13,208.0,2000-01-04 01:50:00,20.0,17.0,-SN,BR,,BKN,600.0,OVC,2200.0,,,,,8,-4.0,-5.0,29.79,71,10,0,,-5.814342436536368,-15.974774553360444
KGRB,44.48,-88.13,208.0,2000-01-04 01:55:00,20.0,14.0,-SN,BR,,BKN,600.0,BKN,1100.0,OVC,2000.0,,,8,-4.0,-5.0,29.79,71,10,0,,-4.788282006559362,-13.155696691002717
KGRB,44.48,-88.13,208.0,2000-01-04 02:00:00,20.0,16.0,-SN,BR,,BKN,600.0,OVC,2000.0,,,,,8,-4.0,-5.0,29.79,71,10,0,,-5.472322293210699,-15.035081932574535
KGRB,44.48,-88.13,208.0,2000-01-04 02:05:00,20.0,17.0,-SN,BR,,BKN,600.0,OVC,2000.0,,,,,8,-4.0,-6.0,29.79,71,10,0,,-5.814342436536368,-15.974774553360444
KGRB,44.48,-88.13,208.0,2000-01-04 02:10:00,30.0,18.0,-SN,BR,,BKN,600.0,OVC,2000.0,,,,,8,-4.0,-6.0,29.78,71,10,0,,-8.999999999999998,-15.588457268119896
KGRB,44.48,-88.13,208.0,2000-01-04 02:15:00,20.0,17.0,-SN,BR,,BKN,600.0,OVC,2000.0,,,,,8,-4.0,-6.0,29.77,71,10,0,,-5.814342436536368,-15.974774553360444
KGRB,44.48,-88.13,208.0,2000-01-04 02:20:00,20.0,18.0,-SN,BR,,OVC,600.0,,,,,,,8,-4.0,-6.0,29.77,71,10,0,,-6.156362579862037,-16.914467174146353
KGRB,44.48,-88.13,208.0,2000-01-04 02:25:00,30.0,20.0,-SN,BR,,OVC,600.0,,,,,,,8,-4.0,-6.0,29.76,71,10,0,,-9.999999999999998,-17.320508075688775
KGRB,44.48,-88.13,208.0,2000-01-04 02:30:00,30.0,19.0,-SN,BR,,VV,007,,,,,,,10,-4.0,-5.0,29.76,71,10,0,,-9.499999999999998,-16.454482671904337
KGRB,44.48,-88.13,208.0,2000-01-04 02:35:00,30.0,18.0,-SN,BR,,VV,007,,,,,,,10,-4.0,-5.0,29.76,71,10,0,,-8.999999999999998,-15.588457268119896
KGRB,44.48,-88.13,208.0,2000-01-04 02:40:00,30.0,16.0,-SN,BR,,BKN,700.0,OVC,1100.0,,,,,8,-4.0,-5.0,29.76,71,10,0,,-7.999999999999999,-13.85640646055102
KGRB,44.48,-88.13,208.0,2000-01-04 02:55:00,20.0,13.0,-SN,FZFG,,BKN,400.0,OVC,1100.0,,,,,8,-4.0,-5.0,29.76,71,49,0,,-4.446261863233693,-12.21600407021681
KGRB,44.48,-88.13,208.0,2000-01-04 03:00:00,20.0,14.0,-SN,FZFG,,BKN,400.0,OVC,1100.0,,,,,8,-4.0,-5.0,29.76,71,49,0,,-4.788282006559362,-13.155696691002717
KGRB,44.48,-88.13,208.0,2000-01-04 03:05:00,10.0,12.0,-SN,FZFG,,BKN,400.0,OVC,1100.0,,,,,8,-4.0,-5.0,29.76,71,49,0,,-2.083778132003164,-11.817693036146496
KGRB,44.48,-88.13,208.0,2000-01-04 03:10:00,10.0,16.0,-SN,FZFG,,BKN,200.0,OVC,1100.0,,,,,8,-4.0,-6.0,29.76,71,49,0,,-2.7783708426708853,-15.756924048195328
KGRB,44.48,-88.13,208.0,2000-01-04 03:15:00,10.0,16.0,-SN,FZFG,,VV,002,,,,,,,10,-4.0,-6.0,29.75,71,49,0,,-2.7783708426708853,-15.756924048195328
KGRB,44.48,-88.13,208.0,2000-01-04 03:20:00,10.0,15.0,SN,FZFG,,VV,003,,,,,,,10,-4.0,-6.0,29.75,73,49,0,,-2.6047226650039548,-14.772116295183121
KGRB,44.48,-88.13,208.0,2000-01-04 03:25:00,10.0,17.0,SN,FZFG,,VV,003,,,,,,,10,-4.0,-6.0,29.74,73,49,0,,-2.952019020337816,-16.741731801207536
KGRB,44.48,-88.13,208.0,2000-01-04 03:30:00,10.0,15.0,SN,FZFG,,VV,003,,,,,,,10,-4.0,-6.0,29.74,73,49,0,,-2.6047226650039548,-14.772116295183121
KGRB,44.48,-88.13,208.0,2000-01-04 03:35:00,10.0,16.0,SN,FZFG,,VV,003,,,,,,,10,-4.0,-6.0,29.73,73,49,0,,-2.7783708426708853,-15.756924048195328
KGRB,44.48,-88.13,208.0,2000-01-04 03:40:00,10.0,14.0,SN,FZFG,,VV,003,,,,,,,10,-5.0,-6.0,29.73,73,49,0,,-2.4310744873370247,-13.787308542170912
KGRB,44.48,-88.13,208.0,2000-01-04 03:45:00,10.0,14.0,SN,FZFG,,VV,003,,,,,,,10,-5.0,-6.0,29.73,73,49,0,,-2.4310744873370247,-13.787308542170912
KGRB,44.48,-88.13,208.0,2000-01-04 03:50:00,10.0,15.0,SN,FZFG,,VV,002,,,,,,,10,-5.0,-6.0,29.72,73,49,0,,-2.6047226650039548,-14.772116295183121
KGRB,44.48,-88.13,208.0,2000-01-04 03:55:00,360.0,15.0,SN,FZFG,,VV,002,,,,,,,10,-5.0,-6.0,29.72,73,49,0,,3.67394039744206e-15,-15.0
KGRB,44.48,-88.13,208.0,2000-01-04 04:00:00,360.0,15.0,SN,FZFG,,VV,002,,,,,,,10,-5.0,-6.0,29.72,73,49,0,,3.67394039744206e-15,-15.0
KGRB,44.48,-88.13,208.0,2000-01-04 04:05:00,360.0,16.0,SN,FZFG,,VV,003,,,,,,,10,-5.0,-6.0,29.71,73,49,0,,3.91886975727153e-15,-16.0
